id,name,label,wiki_url,1981–1984,1984–1985,1985–1986,1986–1987,1987,1987–1988,1987–2003,1988–1992,1992–1995,1995–2000,2000,2000–2001,2001–2003,2013–2015,2013–2018,2013–2019,2015–2019,2018–2019,2019,2019 đến nay,2019–2020,2020 đến nay,2020–2021,2022 đến nay,Alma mater,An nghỉ,An táng,Anh chị em,Bang vụ khanh,Biệt danh,Bí thư,Bí thư Thành ủy,Bí thư Tỉnh ủy,Bí thư thứ nhấtBan Bí thư,Bí thư Đảng ủy Bộ,Bính âm Hán ngữ,Bút danh,Bạn đời,Bảo trợ,Bổ nhiệm,Bổ nhiệm bởi,Bộ trưởng,Bộ trưởng Quốc phòng,Cha,Cha mẹ,Chief Minister,Chief Ministers,Chief Whip,Chiều cao,Chosŏn'gŭl,Chuyên môn,Chuyển tự,Chánh án,Chân phước,Chỉ huy,Chịu ảnh hưởng của,Chồng,Chủ nhiệm,Chủ tịch,Chủ tịch Chính phủ Quốc dân,Chủ tịch Hạ viện,Chủ tịch Hội đồng,Chủ tịch Hội đồng Nhân dân,Chủ tịch Mặt trận,Chủ tịch Quân ủy,Chủ tịch Quốc hội,Chủ tịch Thượng viện,Chủ tịch nước,Chủ tịch Đảng,Chủ tịch Ủy ban,Chủ tịch(Thủ tướng),Chủ đề,Chức bộ trưởng,Chức bộ trưởng1908–1929,Chức bộ trưởng1939–1952,Chức nghị sĩ,Chức quan,Chức vị,Chức vụ cao cấp,Chức vụ khác,Chức vụ quan trọng khác,Chữ ký,Con cái,Các chức khác,Các chức vụ chính phủ,Các chức vụ khác,Các nghiên cứu sinh nổi tiếng,Các nút Play,Các sinh viên nổi tiếng,"Cán bộ điều hành,PEC",Có tác phẩm trong,Công dân,Công nhận,Công trình tiêu biểu,Công việc trước đó,Cùng với,Cư trú,Cấp bậc,Cấp phó,Cố vấn Nhà nước,Cố vấn nhà nước,Danh hiệu,Deputy,Dân tộc,Dạng thời khóa biểu,First Deputy,Führer,Führer/Tổng thống,General Secretary,Gia quyến,Gia tộc,Gia đình,Giai đoạn sáng tác,Giáo dục,Giáo hội,Giáo phận,Giáo tỉnh,Giải thưởng,Giải thưởng nổi bật,Giảng viên,Giản thể,Giới tính,Hancha,Hangul,Hanja,Head,Head of Government,Hiragana,Hiệu trưởng,Hoàng tộc,Hoàng đế,Hán-Việt,Hãng đĩa,Hôn nhân,Hạng,Hậu duệ,Hết nhiệm,Hệ phái,Họ hàng,Học kỳ,Học sinh,Học vấn,Học vị,Hợp tác với,IPA,Julie Payette,Junior ministerial offices,Kanji,Katakana,Khu bầu cử,Khu vực,Khu vực bầu cử,Khuôn viên,Khẩu hiệu,Khẩu hiệu trong Tiếng Anh,Kế nhiệm,Latinh hóa,Latinh hóa Yale,Linh vật,Liên kết học tập,Liên kết thể thao,Location,Loại,Loại giọng,Loại hình,Luận án,Lãnh tụ Tối cao,Lãnh tụ tối cao,Lãnh đạo,Lĩnh vực,Lương bổng,Lượt đăng ký,Lễ kính,McCune–Reischauer,Ministry,Muhammad Yunus,Màu,Mãn nhiệm,Mất,Mẹ,National Chair,Net worth,Nghiên cứu sinh,Nghề nghiệp,Nghỉ hưu,Nghị phó,Nguyên nhân,Nguyên nhân mất,Nguyên quán,Ngành,Ngành phụ,Ngày an táng,Ngày mất,Ngày sinh,Ngôn ngữ,Người bảo trợ,Người hướng dẫn luận án tiến sĩ,Người phối ngẫu,Người thân,Người tình,Nhiếp chính,Nhiệm kỳ,Nhà tuyển dụng,Nhân viên,Nhân viên quản lý,Nhạc cụ,Năm,Năm hoạt động,Năm tại ngũ,Năm tại ngũ,Nơi an nghỉ,Nơi an táng,Nơi công tác,Nơi cư ngụ,Nơi cư trú,Nơi mất,Nơi sinh,Nơi ở,Nổi tiếng vì,Nổi tiếng vì,Nội các,Nữ hoàng,Nữ hoàng/Vua,Nữ vương,POJtiếng Mân Tuyền Chương,Phiên âm,Phong thánh,Phát ngôn nhân,Phê phán,Phó Bí thư,Phó Chủ nhiệm,Phó Chủ tịch,Phó Chủ tịch nước,Phó Giám đốc,Phó Hiệu trưởng thứ nhất,Phó Thị trường,Phó Thị trưởng,Phó Thống đốc,Phó Thủ tướng,Phó Thủ tướng thứ nhất,Phó Thủ tướng Đức,Phó Trưởng ban,Phó Tư lệnh kiêm Tham mưu trưởng,Phó Tổng Bí thư,Phó Tổng Giám đốc,Phó Tổng Tham mưu trưởng,Phó Tổng lý,Phó Tổng thống,Phó Tổng thống thứ hai,Phó Tổng thống thứ nhất Zimbabwe,Phó chủ nhiệm,Phó chức,Phó hiệu trưởng,Phó thị trưởng,Phó thống đốc,Phó thủ tướng,Phó tổng thống,Phó Ủy viên trưởng,Phù hiệu,Phù hiệu sứ mệnh,Phối ngẫu,Phồn thể,Phụ tá Tổng trưởngĐổng lý Văn phòng,Phục vụ,Positions,Quan hệ,Quan thầy của,Quan tâm chính,Quyền Tổng Tham mưu trưởng,Quân chủ,Quân chủng,Quê quán,Quốc trưởng,Quốc tịch,Quốc vương,Romaja quốc ngữ,Rōmaji,Rửa tội,Secretary-General,Sinh,Sinh viên,Sinh viên nổi bật,Sinh viên sau đại học,Sinh viên đại học,Sáng lập,Số Sinh viên,Số phiếu,Số quân chủng,Sứ mệnh,Taoiseach,Tham chiến,Thiên hoàng,Thuộc,Thành lập,Thành viên của,Thành viên của hội đồng,Thánh hiệu,Thân mẫu,Thân phụ,Thăng Hồng y,Thư ký đảng,Thường trực Ban Bí thư,Thầy giáo,Thể loại,Thị trưởng,Thống đốc,Thời gian trong không gian,Thời kỳ,Thụ phong,Thụ phong Linh mục,Thủ hiến,Thủ tướng,Thứ trưởng,Thứ trưởng (6),Tiếng Trung,Tiền lương,Tiền nhiệm,Toàn quyền,Trang web,Trang web chính thức,Trào lưu,Trường học,Trường lớp,Trường phái,Trường theo học,Trưởng ban,Trữ quân,Tuyên khấn,Tuyển chọn,Tài sản,Tài trợ,Tác phẩm,Tác phẩm nổi bật,Tác phẩm đáng chú ý,Tác phẩm nổi bật,Tánaiste,Tâi-lô,Tên bản ngữ,Tên chính thức,Tên khai sinh,Tên khác,Tên đầy đủ,Tình trạng kết hôn,Tòa,Tôn giáo,Tư cách công dân,Tư lệnh Hành quân,Tư tưởng nổi bật,Tại vị,Tấn phong,Tấn phong Giám mục,Tặng thưởng,Tặng thưởng dân sự,Tặng thưởng quân sự,Tỉ lệ,Tổ chức,Tổng Bí thư,Tổng Giám đốc,Tổng Tham mưu trưởng,Tổng Thanh tra,Tổng Thư ký,Tổng Tư lệnh,Tổng cộng,Tổng giám đốc,Tổng lý,Tổng lý Quốc vụ viên,Tổng lý Quốc vụ viện,Tổng lượt xem,Tổng thư ký,Tổng thống,Tổng tư lệnh quân đội,Tổng-Thư ký,Tờ báo,Tựu nhiệm,Vai diễn,Vice President,Vinh thăng Hồng y,Viện trưởng,Viện trưởng Hành chính viện,Việt bính,Vua,Vua/Nữ hoàng,Vùng,Văn phòng Bộ,Văn phòng Quốc hội,Vương tộc,Vị trí,Vợ,Vợ/chồng,Wade–Giles,Website,Whip,nhậm chức cùng,Ý tưởng tiêu biểu,Đào tạo,Đóng góp,Đăng quang,Đơn vị,Đương nhiệm,Đại biểu Quốc hội,Đại diện,Đại sứ,Đảng chính trị,Đảng khác,Đảng phái chính trị,Đặc khu trưởng,Đề cử,Đề cử bởi,Đền chính,Đệ nhất Tổng tài,Đối tượng chính,Đồng Thủ tướng,Đồng chủ tịch,Đồng tại nhiệm,Đồng tại vị,Đứng đầu,Ảnh hưởng bởi,Ảnh hưởng tới,Ủy viên trưởng,Ủy viên trưởng Nhân Đại
546,John Hickenlooper,Person,https://vi.wikipedia.org/wiki/John_Hickenlooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wesleyan University ( BA , MS )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bill Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Garcia; Donna Lynne,,,,,,,,,,,,,,,,,,,,,,,Helen Thorpe; (cưới; 2002; ⁠–⁠; ld.; 2015); Robin Pringle (cưới; 2016; ),,,,,,,,,,,,,,,,,,,"John Wright Hickenlooper Jr.; 7 tháng 2, 1952; (73 tuổi); Narberth, Pennsylvania; ,; Hoa Kỳ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wellington Webb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www .hickenlooper .com,,,,,,,,,,,,Dân chủ,,,,,,,,,,,,,,,,,
547,John Howard,Person,https://vi.wikipedia.org/wiki/John_Howard,,,,,,,,,,,,,,,,,,,,,,,,,Đại học Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,Cố vấn pháp luật; Chính trị gia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maxine McKew,,,,,,,,,,,,,Elizabeth II,,,,,,,,,,,,,,,Luật sư,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janette Parker; (cưới 1971),,,,,Bob Howard (anh),,,,,,,,,,,,,,"John Winston Howard; 26 tháng 7, 1939; (86 tuổi); Earlwood, New South Wales; ,; Úc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malcolm Fraser,,,,,John Cramer,Sir William Deane; Peter Hollingworth; Michael Jeffery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đảng Tự do,Liên minh,,,,,,,,,,,,,,,,
548,Jimmy Carter,Person,https://vi.wikipedia.org/wiki/Jimmy_Carter,,,,,,,,,,,,,,,,,,,,,,,,,Học viện Công nghệ Georgia; Học viện Hải quân Hoa Kỳ,,,,,,,,,,,,,,,,,,,,James Earl Carter Sr.; Bessie Lillian Gordy,,,,,,Sĩ quan hải quân Chính trị gia Nhà văn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4, bao gồm Jack và Amy",,,,,,,,,,,,,,"Plains , Georgia , Hoa Kỳ",Đại uý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hugh Carter,,,,,,,,,,,,,,,,,,,,,,,"29 tháng 12, 2024; (2024-12-29); (100 tuổi); Plains; ,; Georgia; ,; Hoa Kỳ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943–1953 (Hải quân); 1953–1961 (Hải quân Dự bị),,,,,,,,,,,,,,,,,,,,,,,,,,,,Lester Maddox,,,,,,,,,,Walter Mondale,,,,,,,,,,,,,Rosalynn Smith; (cưới; 1946; ⁠–⁠mất; 2023; ),,,Hải quân Hoa Kỳ,,Gloria Carter Spann (em gái) Ruth Carter Stapleton (em gái) Billy Carter (em trai) Hugh Carter (anh họ) Jason Carter (cháu nội) James Carter IV (cháu nội),,,,,,,,,,,,,,"James Earl Carter Jr.; (; 1924-10-01; ); 1 tháng 10, 1924; Plains; ,; Georgia; ,; Hoa Kỳ",,,,,,,,,,,,,Hoa Kỳ,,,,,,,,,,,,,,,,,,,,,,,,Khu bầu cử thành lập,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giải Nobel Hoà bình; American Campaign Medal; World War II Victory Medal; China Service Medal; National Defense Service Medal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đảng Dân chủ,,,,,,,,,,,,,,,,,
549,John F. Kennedy,Person,https://vi.wikipedia.org/wiki/John_F._Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,Đại học Harvard,,,,,,,,,,,,,,,,,,,,"Joseph P. Kennedy, Sr.; Rose Fitzgerald Kennedy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arabella; Caroline Kennedy; John F. Kennedy, Jr.; Patrick Bouvier Kennedy",,,,,,,,,,,,,,,Đại uý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tip O'Neill,,,,,,,,,,,,,,,,,,,,,,,"22 tháng 11, 1963; (1963-11-22); (46 tuổi); Dallas; ,; Texas; ,; Hoa Kỳ",,,,,Chính trị gia,,,,Bị ám sát,,,,,,,,,,,,,,,,,,,,,,1941–1945,Nghĩa trang Quốc gia Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lyndon B. Johnson,,,,,,,,,,,,,Jacqueline Lee Bouvier Kennedy,,,Hải quân Hoa Kỳ,,Xem Gia tộc Kennedy,,,,,,,,,,,,,,"(; 1917-05-29; ); 29 tháng 5, 1917; Brookline; ,; Massachusetts; ,; Hoa Kỳ",,,,,,,,,,,Chiến tranh thế giới thứ hai; Chiến dịch đảo Solomon,,Hợp chúng quốc Hoa Kỳ,,,,,,,,,,,,,,,,,,,,,,,,James Micheal Curley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huân chương Hải quân và Thủy quân lục chiến Trái tim Tím Huy chương Phục vụ Phòng thủ Hoa Kỳ Huân chương Chiến dịch Mỹ Huân chương Chiến dịch Châu Á - Thái Bình Dương (3 sao trong quân hàm) Huy chương Chiến thắng Thế chiến II [ 1 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đảng Dân chủ,,,,,,,,,,,,,,,,,
550,John Jay,Person,https://vi.wikipedia.org/wiki/John_Jay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hội nghị Lục địa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 (bao gồm Peter và William ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Đại học Columbia ( BA , MA )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seat abolished,,,,,,,,,,,,,,,,,,,,,,,"17 tháng 5, 1829; (1829-05-17); (83 tuổi); Bedford; ,; New York; ,; Hoa Kỳ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephen Van Rensselaer,,,,,,,,,,,,,,,,,,,,,,,Sarah Livingston,,,,,,,,,,,,,,,,,,,"(; 1745-12-23; ); 23 tháng 12, 1745; New York City; ,; New York; ,; British America",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seat established,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liên bang,,,,,George Washington,,,,,,,,,,,,
551,John Hicks,Person,https://vi.wikipedia.org/wiki/John_Hicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friedrich Hayek , Lionel Robbins , John Maynard Keynes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giải Nobel kinh tế (1972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20 tháng 5 năm 1989; (1989-05-20); (85 tuổi); Blockley; ,; Anh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trường kinh tế London; Đại học Manchester; Nuffield College, Oxford",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vương quốc Anh,,,,,,"(; 1904-04-08; ); 8 tháng 4 năm 1904; Warwick; ,; Anh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kinh tế học tân Keynes,"Balliol College, Oxford",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mô hình IS/LM; Lý thuyết; tư bản; ,; lý thuyết người tiêu dùng; ,; lý thuyết cân bằng tổng thể; ,; lý thuyết phúc lợi; , đổi mới phát sinh",,,,,,,,,,,,,,,,,,,,,,,,
552,John Kasich,Person,https://vi.wikipedia.org/wiki/John_Kasich,,,,,,,,,,,,,,,,,,,,,,,,,Đại học Tiểu bang Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Pfeiffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 tháng 1; năm; 1979; –; 3 tháng 1; năm; 1982; 3 năm, 0 ngày",,,,,,,,,,,,,,,,Dinh Thống đốc,,,,,,,,,,,,,,,,,,,,Mary Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13 tháng 5, 1952; (73 tuổi); McKees Rocks; ,; Pennsylvania; ,; Hoa Kỳ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert O'Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kitô giáo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quận hạt 15 của Ohio,Mary Lee Griffith (đã ly dị); Karen Waldbillig (1997–nay),,,,,,,,,,,,,,,Đảng Cộng hòa,,,,,,,,,,,,,,,,,
553,John Hancock,Person,https://vi.wikipedia.org/wiki/John_Hancock,,,,,,,,,,,,,,,,,,,,,,,,,Đại học Harvard ( Bachelors ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samuel Adams,,,,,,,,,,,,,,,,,,,,,,,"8 tháng 10, 1793; (1793-10-08); (56 tuổi); Hancock Manor; ,; Boston; ,; Massachusetts",,,"USD $350,000 at the time of his death (approximately 1/714th of US GNP ) [ 1 ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Granary Burying Ground , Boston",,,,,,,,,,,,,,,,,,,,,,,,,,,Samuel Adams,,,,,,,,,,,,,,,,,,,,,,,Dorothy Quincy,,,,,,,,,,,,,,,,,,,"(; 1737-01-23; ); 23 tháng 1, 1737; Braintree; (hiện nay; Quincy; ), Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Bowdoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,John Carney,Person,https://vi.wikipedia.org/wiki/John_Carney,,,,,,,,,,,,,,,,,,,,,,,,,Đại học Dartmouth; (BA); Đại học Delaware; (MPA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Boehner; Paul Ryan,,,,,,,,,,,,,,,,,,,,,,"Sam Carnay, Jimmy Carney",,,,,,,,,,,,,,,,,,,,,Người Mỹ gốc Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cử nhân Nghệ thuật , Thạc sĩ Quản lý công",,,,,,,,,,,,,,Matthew Denn,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chính trị gia,,,,,,,,,,,,,,,,,,16 tháng 1 năm 2001 – 20 tháng 1 năm 2009,,,,,,,,,,,,,,,,Trụ sở Chính phủ Delaware,,,,,,,,,,,,,,,,,,,,Bethany Hall-Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoa Kỳ,,,,,,"tháng 5, 1956 (69 tuổi); Wilmington, Delaware; ,; Hoa Kỳ",,,,,,,,,,,,,,,,,,,,,,,,,,Ruth Ann Minner,,,,,,,,,,,Ruth Ann Minner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delaware,Tracey Quillen,,,Delaware Goverment,,,,,,,,,,,,Đảng Dân chủ,,,,,,,,,,,,,,,,,
555,John Keegan,Person,https://vi.wikipedia.org/wiki/John_Keegan,,,,,,,,,,,,,,,,,,,,,,,,,"Đại học Balliol, Oxford",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Face of Battle , Soldiers: A History of Men in Battle , The Mask of Command và các tác phẩm lớn khác",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 tháng 8 năm 2012; (2012-08-02); (78 tuổi); Kilmington, Wiltshire; , Anh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lịch sử quân sự , lịch sử chiến tranh , Thế chiến I",,,,,,,,,,,,"John Desmond Patrick Keegan; (; 1934-05-15; ); 15 tháng 5 năm 1934; Clapham; , Luân Đôn, Anh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,John Key,Person,https://vi.wikipedia.org/wiki/John_Key,,,,,,,,,,,,,,,,,,,,,,,,,Đại học Canterbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephie; Max,,,,,,,,,,,,,,,,Bill English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronagh Key (1984–nay),,,,,,,,,Elizabeth II,,,,,,,,,,"John Phillip Key; 9 tháng 8, 1961; (64 tuổi); Auckland; ,; New Zealand",,,,,,,"20,547 (56.49%) [ 1 ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don Brash,Anand Satyanand; Jerry Mateparae; Patsy Reddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trang chủ,,,,,,,,,,,,Đảng Dân tộc,,,,,,,,,,,,,,,,,
557,John Lipsky,Person,https://vi.wikipedia.org/wiki/John_Lipsky,,,,,,,,,,,,,,,,,,,,,,,,,Đại học Wesleyan; Đại học Stanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19 tháng 2, 1947; (78 tuổi); Thành phố New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne Osborn Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dominique Strauss-Kahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,John Kenneth Galbraith,Person,https://vi.wikipedia.org/wiki/John_Kenneth_Galbraith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thorstein Veblen , Karl Marx , John Maynard Keynes , Michał Kalecki , Gardiner Means , Adolf A. Berle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huy chương vàng Lomonosov (1993),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29 tháng 4, 2006; (2006-04-29); (97 tuổi); Cambridge, Massachusetts; ,; Hoa Kỳ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Đại học Harvard , Đại học Princeton , Đại học California, Berkeley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ngày 15 tháng 10 năm 1908; Iona Station, Ontario; , Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Đại học California, Berkeley; Đại học Toronto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Countervailing power , Technostructure , Conventional wisdom",,,,,,,,,,,,,,,,,,,,,,"Stephany Griffith-Jones , Robert Heilbroner , Lars Pålsson Syll , Paul A. Baran , James K. Galbraith , Joseph Stiglitz , Yanis Varoufakis , Modern Money Theory (L. Randall Wray, Warren Mosler, Bill Mitchell, Stephanie Bell Kelton) [ 1 ]",,
559,John McEwen,Person,https://vi.wikipedia.org/wiki/John_McEwen,,,,,,,,,,,,,,,,,,,,,,,,,"Học viện Quân sự Hoàng gia, Duntroon",,,,,,,,,,,,,,,,,,,,,,,,,,Công chức; Chính trị gia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trường Trung học Wangaratta; Trường Trung học Dandenong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruce Lloyd,,,,,,,,,,,,,,,,,,,,,,,"20 tháng 11; năm; 1980; (80 tuổi); Toorak, Victoria; ,; Úc",,,,,Thư ký; Nông dân,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne McLeod; (cưới 1921⁠–⁠; wid.; 1967); Mary Byrne; (cưới 1968⁠–⁠; wid.; 1980),,,,,,,,,,,,,,,,,,,"John McEwen; 29 tháng 3; năm; 1900; Chiltern, Victoria; ,; Đế quốc Anh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Hutchinson,Lord Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đảng Quốc gia,,,,,,,,,,,,,,,,,
